Country,Year,Attack Type,Target Industry,Attack Source,Financial Loss (Millions),Number of Affected Users,Incident Resolution Time (Hours),Security Vulnerability Type,Defense Mechanism Used
Italie,2021,Ransomware,Finance,Groupe de hackers,137.42,148,397.3,API non sécurisée,Formation et sensibilisation
Inde,2021,Spear Phishing,Gouvernement,Groupe de hackers,94.02,3316,87.2,Mauvaise configuration,Analyse forensique
Iran,2021,Spear Phishing,Finance,Insider,162.67,826,41.8,Vulnérabilité zero-day,Authentification multifacteur
Allemagne,2021,DDoS,Défense,Insider,25.81,1948322,55.6,Mauvaise configuration,Chiffrement
États-Unis,2021,Phishing,Éducation,Hacktivistes,89.16,3838232,69.6,Mauvaise configuration,Analyse forensique
Corée du Sud,2021,Ransomware,Finance,Groupe de hackers,333.82,6020,215.5,Mots de passe faibles,SIEM
Italie,2021,Spear Phishing,Gouvernement,Cybercriminels,176.17,6717,81.8,Mauvaise configuration,IDS/IPS
Brésil,2021,Malware,Santé,Cybercriminels,113.17,88854,54.4,Vulnérabilité zero-day,Authentification multifacteur
Singapour,2021,Malware,Finance,Hacktivistes,107.46,495218,120.7,Accès non autorisé,Formation et sensibilisation
Royaume-Uni,2021,Man-in-the-Middle,Énergie,Hacktivistes,38.60,24917,62.2,Absence de chiffrement,SIEM
Australie,2021,DDoS,Finance,Groupe de hackers,37.78,26583,68.9,Absence de chiffrement,Analyse forensique
Canada,2021,Phishing,Santé,Insider,0.98,10459,28.9,Ingénierie sociale,Segmentation réseau
États-Unis,2021,Spear Phishing,Gouvernement,Groupe de hackers,175.62,27690,150.8,Absence de chiffrement,Pare-feu
Brésil,2021,Zero-Day,Finance,Groupe de hackers,752.20,1194,53.4,Mots de passe faibles,EDR
États-Unis,2021,Phishing,Télécommunications,Nation-État,62.34,1707279,167.2,Absence de chiffrement,Sauvegarde et restauration
États-Unis,2021,Phishing,Télécommunications,Groupe de hackers,36.10,4352124,51.6,Vulnérabilité zero-day,Authentification multifacteur
Inde,2021,Zero-Day,Énergie,Inconnu,538.41,975,325.9,Vulnérabilité zero-day,Pare-feu
Turquie,2021,DDoS,Finance,Cybercriminels,54.99,260028,65.7,Mots de passe faibles,Chiffrement
Corée du Sud,2021,Ransomware,Transport,Inconnu,142.25,232,220.3,Mauvaise configuration,Chiffrement
États-Unis,2021,Malware,Gouvernement,Groupe de hackers,126.42,596831,124.3,Accès non autorisé,Authentification multifacteur
Afrique du Sud,2021,Zero-Day,Gouvernement,Insider,659.12,16076,412.3,Ingénierie sociale,Formation et sensibilisation
Iran,2021,DDoS,Commerce,Cybercriminels,27.66,68097,37.9,Vulnérabilité zero-day,IDS/IPS
Iran,2021,Ransomware,Finance,Groupe de hackers,309.13,5819,329.1,API non sécurisée,EDR
Australie,2021,DDoS,Finance,Cybercriminels,53.75,15130,121.1,Vulnérabilité zero-day,Chiffrement
Brésil,2021,Spear Phishing,Santé,Inconnu,88.36,2729,113.6,API non sécurisée,Formation et sensibilisation
Royaume-Uni,2021,Injection SQL,Énergie,Groupe de hackers,57.64,44226,89.6,Mauvaise configuration,Sauvegarde et restauration
Corée du Sud,2021,DDoS,Transport,Cybercriminels,56.77,4671,46.2,Absence de chiffrement,Authentification multifacteur
Royaume-Uni,2021,Ransomware,Finance,Cybercriminels,334.28,1321,317.7,Vulnérabilité zero-day,Analyse forensique
Allemagne,2021,Malware,Éducation,Inconnu,15.79,57054,41.5,Mots de passe faibles,Analyse forensique
Canada,2021,Phishing,Télécommunications,Nation-État,34.99,120,70.3,Vulnérabilité zero-day,Formation et sensibilisation
Iran,2021,Phishing,Technologie,Nation-État,20.30,15415,120.6,Mauvaise configuration,Chiffrement
États-Unis,2021,Ransomware,Commerce,Cybercriminels,249.59,182388,582.2,Logiciels non patchés,Sauvegarde et restauration
Suède,2021,Malware,Télécommunications,Nation-État,17.84,1256391,167.3,Ingénierie sociale,Formation et sensibilisation
Turquie,2021,Ransomware,Finance,Cybercriminels,107.31,1681,702.0,Absence de chiffrement,Sauvegarde et restauration
Japon,2021,DDoS,Santé,Nation-État,8.53,321343,79.2,API non sécurisée,Sauvegarde et restauration
Allemagne,2021,Spear Phishing,Gouvernement,Cybercriminels,57.58,15,53.1,Vulnérabilité zero-day,IDS/IPS
Iran,2021,Phishing,Finance,Nation-État,66.33,385,162.7,Logiciels non patchés,Formation et sensibilisation
Australie,2021,Phishing,Technologie,Inconnu,66.75,1488581,57.1,Logiciels non patchés,Segmentation réseau
Arabie Saoudite,2021,Phishing,Énergie,Cybercriminels,4.49,480,112.5,Mots de passe faibles,SIEM
Japon,2021,Phishing,Télécommunications,Cybercriminels,52.42,4261427,148.7,Absence de chiffrement,Sauvegarde et restauration
Corée du Sud,2021,Phishing,Commerce,Cybercriminels,22.22,78511,118.4,Mots de passe faibles,Segmentation réseau
États-Unis,2021,Spear Phishing,Finance,Nation-État,81.24,1163,166.3,API non sécurisée,Sauvegarde et restauration
Brésil,2021,Zero-Day,Gouvernement,Nation-État,912.20,226893,439.6,Mauvaise configuration,EDR
Allemagne,2021,Spear Phishing,Finance,Groupe de hackers,122.44,988,65.9,Vulnérabilité zero-day,Sauvegarde et restauration
Russie,2021,Zero-Day,Finance,Nation-État,56.57,404,88.5,Ingénierie sociale,EDR
Brésil,2021,Ransomware,Technologie,Cybercriminels,48.90,199,431.9,Absence de chiffrement,Segmentation réseau
France,2021,Zero-Day,Technologie,Insider,17.41,47185,392.2,API non sécurisée,Authentification multifacteur
Indonésie,2021,Spear Phishing,Transport,Nation-État,20.90,29265,164.3,Vulnérabilité zero-day,Authentification multifacteur
Nigeria,2021,Malware,Transport,Nation-État,2.18,535833,2.2,Accès non autorisé,Sauvegarde et restauration
Chine,2021,Zero-Day,Télécommunications,Groupe de hackers,414.23,55810,432.8,Mauvaise configuration,Pare-feu
Japon,2021,Injection SQL,Gouvernement,Inconnu,47.13,446158,117.7,Vulnérabilité zero-day,Formation et sensibilisation
Japon,2021,Ransomware,Technologie,Nation-État,119.95,263861,668.0,API non sécurisée,Chiffrement
Chine,2021,Malware,Finance,Hacktivistes,130.57,561,75.5,Vulnérabilité zero-day,Pare-feu
États-Unis,2021,DDoS,Santé,Groupe de hackers,45.80,1136901,140.6,Ingénierie sociale,Authentification multifacteur
Malaisie,2021,Zero-Day,Finance,Insider,40.43,13561821,206.3,Mauvaise configuration,Segmentation réseau
Australie,2021,Ransomware,Télécommunications,Inconnu,258.88,178,344.5,API non sécurisée,Pare-feu
Italie,2021,Phishing,Santé,Nation-État,44.92,298537,24.6,Mauvaise configuration,Authentification multifacteur
France,2021,Malware,Santé,Hacktivistes,36.27,77207,104.9,Vulnérabilité zero-day,Authentification multifacteur
Iran,2021,Spear Phishing,Commerce,Groupe de hackers,37.36,3246,46.1,Ingénierie sociale,SIEM
Iran,2021,Zero-Day,Santé,Insider,560.20,273751,377.9,Ingénierie sociale,Pare-feu
Nigeria,2021,Phishing,Technologie,Nation-État,79.69,211987,65.2,Mauvaise configuration,SIEM
Canada,2021,Ransomware,Commerce,Insider,317.58,4743,392.4,Accès non autorisé,Analyse forensique
États-Unis,2021,Injection SQL,Télécommunications,Inconnu,74.98,79869,109.4,Accès non autorisé,Pare-feu
Indonésie,2021,Zero-Day,Gouvernement,Hacktivistes,561.61,810036,236.7,Vulnérabilité zero-day,IDS/IPS
Brésil,2021,Spear Phishing,Santé,Nation-État,89.80,29209,46.3,Absence de chiffrement,SIEM
Inde,2021,Injection SQL,Santé,Groupe de hackers,53.99,114769,22.9,API non sécurisée,Formation et sensibilisation
Nigeria,2021,Malware,Énergie,Cybercriminels,122.06,1229,164.6,Mauvaise configuration,Pare-feu
Chine,2021,DDoS,Santé,Cybercriminels,36.63,41612,86.3,Logiciels non patchés,Sauvegarde et restauration
Iran,2021,Malware,Finance,Hacktivistes,24.51,3311040,50.0,Vulnérabilité zero-day,Sauvegarde et restauration
Italie,2021,Ransomware,Santé,Groupe de hackers,3.94,946,692.6,Vulnérabilité zero-day,Authentification multifacteur
Inde,2021,Ransomware,Commerce,Cybercriminels,329.94,18877,256.4,Accès non autorisé,Analyse forensique
Inde,2021,Zero-Day,Finance,Cybercriminels,14.99,1808,171.7,Accès non autorisé,EDR
Nigeria,2021,Phishing,Finance,Cybercriminels,61.65,583,49.9,Vulnérabilité zero-day,Pare-feu
Malaisie,2021,Zero-Day,Commerce,Groupe de hackers,880.59,14023877,61.3,Logiciels non patchés,SIEM
Russie,2021,Phishing,Télécommunications,Hacktivistes,25.95,73927,29.0,Absence de chiffrement,Segmentation réseau
Colombie,2021,DDoS,Gouvernement,Insider,40.58,2539559,125.3,Ingénierie sociale,IDS/IPS
Royaume-Uni,2021,Malware,Finance,Nation-État,89.00,44182,14.7,Mauvaise configuration,IDS/IPS
Chine,2021,Zero-Day,Santé,Groupe de hackers,554.28,35365,302.5,Ingénierie sociale,EDR
Colombie,2021,Man-in-the-Middle,Télécommunications,Cybercriminels,25.52,220,167.7,Mots de passe faibles,Chiffrement
Turquie,2021,Spear Phishing,Éducation,Cybercriminels,144.74,12356,103.3,API non sécurisée,Authentification multifacteur
Inde,2021,Spear Phishing,Gouvernement,Insider,148.24,26332,156.2,Ingénierie sociale,SIEM
France,2021,Zero-Day,Gouvernement,Hacktivistes,501.84,1091,417.5,Mauvaise configuration,Chiffrement
Inde,2021,DDoS,Santé,Cybercriminels,1.25,592072,142.8,Accès non autorisé,Analyse forensique
Russie,2021,Phishing,Santé,Insider,43.36,2145,70.2,Mots de passe faibles,SIEM
Singapour,2021,Phishing,Télécommunications,Nation-État,89.78,14350,66.0,Vulnérabilité zero-day,Authentification multifacteur
Japon,2021,Phishing,Gouvernement,Insider,2.06,18258,54.0,API non sécurisée,Pare-feu
Brésil,2021,Malware,Commerce,Nation-État,23.46,1167851,116.7,API non sécurisée,Analyse forensique
Japon,2021,Zero-Day,Gouvernement,Cybercriminels,458.38,243391,163.3,Ingénierie sociale,Analyse forensique
Russie,2021,Ransomware,Éducation,Groupe de hackers,136.60,77221,666.0,Mauvaise configuration,Analyse forensique
États-Unis,2021,Man-in-the-Middle,Télécommunications,Groupe de hackers,20.82,9217,134.2,Logiciels non patchés,EDR
Canada,2021,Malware,Finance,Nation-État,2.10,29327,69.8,Mots de passe faibles,SIEM
Russie,2021,Phishing,Transport,Groupe de hackers,74.84,402487,78.8,Absence de chiffrement,IDS/IPS
Singapour,2021,Man-in-the-Middle,Technologie,Insider,15.38,138448,45.5,Vulnérabilité zero-day,Segmentation réseau
Chine,2021,Zero-Day,Finance,Cybercriminels,208.70,78102,242.9,Logiciels non patchés,Authentification multifacteur
Corée du Sud,2021,Ransomware,Finance,Nation-État,316.33,64624,615.2,Absence de chiffrement,IDS/IPS
Canada,2021,Spear Phishing,Santé,Insider,96.51,1736,135.6,Mots de passe faibles,Chiffrement
Chine,2021,Phishing,Finance,Nation-État,20.62,92814,92.5,Mots de passe faibles,Pare-feu
Égypte,2021,Phishing,Santé,Inconnu,62.56,141,84.3,Logiciels non patchés,Pare-feu
Inde,2021,DDoS,Éducation,Inconnu,9.46,5622600,166.3,Vulnérabilité zero-day,Authentification multifacteur
Chine,2021,Spear Phishing,Gouvernement,Cybercriminels,134.58,1110,138.6,Accès non autorisé,Chiffrement
Russie,2021,DDoS,Finance,Cybercriminels,1.90,5336,90.3,Ingénierie sociale,Segmentation réseau
Italie,2021,Ransomware,Finance,Cybercriminels,304.24,179,368.6,Absence de chiffrement,Analyse forensique
Indonésie,2021,Injection SQL,Défense,Nation-État,58.87,245377,97.9,Logiciels non patchés,Pare-feu
Espagne,2021,DDoS,Gouvernement,Groupe de hackers,42.34,17984,113.1,Mots de passe faibles,IDS/IPS
Pologne,2021,Phishing,Technologie,Nation-État,53.12,9341,145.8,Logiciels non patchés,Formation et sensibilisation
Brésil,2021,Phishing,Télécommunications,Nation-État,5.33,2557028,103.7,Vulnérabilité zero-day,IDS/IPS
Ukraine,2021,Phishing,Santé,Cybercriminels,17.38,1738,111.9,API non sécurisée,SIEM
Australie,2021,Ransomware,Finance,Hacktivistes,353.15,188,405.9,Ingénierie sociale,IDS/IPS
Chine,2021,Malware,Santé,Nation-État,8.81,65163,156.4,API non sécurisée,Pare-feu
Ukraine,2021,Malware,Télécommunications,Cybercriminels,121.44,780288,96.7,Vulnérabilité zero-day,SIEM
Chine,2021,Malware,Gouvernement,Cybercriminels,119.61,2436039,160.0,Mauvaise configuration,Analyse forensique
Chine,2021,Phishing,Gouvernement,Groupe de hackers,40.35,1032,160.0,Mauvaise configuration,IDS/IPS
Royaume-Uni,2021,Zero-Day,Finance,Cybercriminels,65.93,70047,192.3,Logiciels non patchés,Chiffrement
Japon,2021,Ransomware,Gouvernement,Insider,329.80,19990,397.5,Absence de chiffrement,Segmentation réseau
Nigeria,2021,Ransomware,Commerce,Insider,156.56,8079,548.6,Logiciels non patchés,Segmentation réseau
Japon,2021,Zero-Day,Énergie,Cybercriminels,918.61,71050,434.7,Vulnérabilité zero-day,Sauvegarde et restauration
Canada,2021,Phishing,Éducation,Cybercriminels,73.55,368,72.6,Accès non autorisé,Pare-feu
Inde,2021,Zero-Day,Éducation,Cybercriminels,689.32,76544,69.2,Accès non autorisé,Pare-feu
États-Unis,2021,Injection SQL,Éducation,Cybercriminels,62.08,80850,11.2,Vulnérabilité zero-day,Segmentation réseau
Ukraine,2021,Phishing,Commerce,Nation-État,0.29,2874,52.4,Absence de chiffrement,Authentification multifacteur
Brésil,2021,Ransomware,Santé,Inconnu,177.60,119,184.7,Ingénierie sociale,Authentification multifacteur
États-Unis,2021,DDoS,Télécommunications,Cybercriminels,34.66,1437,75.3,Accès non autorisé,Pare-feu
Inde,2021,Ransomware,Santé,Hacktivistes,173.71,3882,152.9,API non sécurisée,Authentification multifacteur
Chine,2021,Injection SQL,Finance,Cybercriminels,59.89,7073,157.6,Accès non autorisé,IDS/IPS
Inde,2021,Spear Phishing,Gouvernement,Groupe de hackers,3.26,34,43.8,Absence de chiffrement,Analyse forensique
Royaume-Uni,2021,Zero-Day,Finance,Groupe de hackers,542.15,127,257.1,Ingénierie sociale,Formation et sensibilisation
Malaisie,2021,DDoS,Santé,Groupe de hackers,50.99,1043476,116.4,Vulnérabilité zero-day,Formation et sensibilisation
Russie,2021,Injection SQL,Télécommunications,Nation-État,29.24,411124,152.4,Vulnérabilité zero-day,Analyse forensique
Royaume-Uni,2021,Ransomware,Santé,Nation-État,147.42,3940,350.4,Logiciels non patchés,Chiffrement
Russie,2021,Ransomware,Santé,Cybercriminels,321.86,630,439.0,Logiciels non patchés,Segmentation réseau
Afrique du Sud,2021,Zero-Day,Technologie,Insider,767.41,1109904,86.7,API non sécurisée,Segmentation réseau
Chine,2021,DDoS,Gouvernement,Cybercriminels,25.11,3760,29.2,Absence de chiffrement,Formation et sensibilisation
Ukraine,2021,DDoS,Finance,Nation-État,8.46,3651463,99.5,Vulnérabilité zero-day,Authentification multifacteur
Russie,2021,Ransomware,Défense,Groupe de hackers,18.18,48775,487.5,API non sécurisée,Pare-feu
Corée du Sud,2021,Ransomware,Énergie,Inconnu,213.62,91,319.4,Mauvaise configuration,EDR
Royaume-Uni,2021,Phishing,Commerce,Hacktivistes,71.22,2888400,28.2,Absence de chiffrement,Formation et sensibilisation
Inde,2021,DDoS,Technologie,Nation-État,19.18,3000109,74.1,Vulnérabilité zero-day,Chiffrement
Chine,2021,Ransomware,Éducation,Groupe de hackers,180.86,27201,555.4,Vulnérabilité zero-day,SIEM
États-Unis,2021,Phishing,Transport,Cybercriminels,79.17,5293,17.7,Vulnérabilité zero-day,Segmentation réseau
Allemagne,2021,Ransomware,Finance,Nation-État,249.45,125938,144.8,Logiciels non patchés,EDR
Afrique du Sud,2021,Phishing,Énergie,Cybercriminels,51.64,2059908,43.1,Ingénierie sociale,IDS/IPS
Royaume-Uni,2021,Malware,Finance,Hacktivistes,103.52,344920,51.8,Accès non autorisé,Pare-feu
Russie,2021,Zero-Day,Transport,Groupe de hackers,249.15,179642,258.0,Accès non autorisé,Sauvegarde et restauration
Canada,2021,Phishing,Finance,Cybercriminels,16.65,134,157.3,Logiciels non patchés,Analyse forensique
Suède,2021,Ransomware,Éducation,Cybercriminels,44.64,3044,430.8,Absence de chiffrement,Authentification multifacteur
Inde,2021,Zero-Day,Télécommunications,Cybercriminels,798.25,7644624,50.4,Mauvaise configuration,Sauvegarde et restauration
Afrique du Sud,2021,Zero-Day,Défense,Inconnu,676.01,805,330.8,Absence de chiffrement,SIEM
Colombie,2021,DDoS,Finance,Inconnu,9.96,55217,84.0,Accès non autorisé,IDS/IPS
Indonésie,2021,Zero-Day,Finance,Cybercriminels,820.64,505737,105.9,Mots de passe faibles,EDR
Mexique,2021,Phishing,Éducation,Cybercriminels,19.81,1317660,124.6,Mauvaise configuration,Authentification multifacteur
Nigeria,2021,DDoS,Technologie,Hacktivistes,24.67,2032,110.0,Mauvaise configuration,Formation et sensibilisation
Israël,2021,Phishing,Gouvernement,Cybercriminels,6.07,112,61.0,Mauvaise configuration,Pare-feu
Inde,2021,Malware,Commerce,Inconnu,82.89,234450,49.0,Vulnérabilité zero-day,Sauvegarde et restauration
Corée du Sud,2021,Ransomware,Commerce,Groupe de hackers,354.75,52,310.0,Ingénierie sociale,Analyse forensique
Chine,2021,Phishing,Santé,Nation-État,81.00,29238,71.7,Ingénierie sociale,Segmentation réseau
États-Unis,2021,Phishing,Gouvernement,Cybercriminels,3.51,159,131.7,Mots de passe faibles,Sauvegarde et restauration
Chine,2021,Malware,Éducation,Nation-État,95.86,122271,14.9,Mots de passe faibles,EDR
Pays-Bas,2021,Ransomware,Éducation,Nation-État,267.13,351,711.0,Accès non autorisé,Chiffrement
Australie,2021,Ransomware,Télécommunications,Nation-État,111.27,874632,64.9,Mauvaise configuration,EDR
Indonésie,2021,Phishing,Éducation,Cybercriminels,36.07,108142,81.5,API non sécurisée,Segmentation réseau
Russie,2021,Ransomware,Finance,Nation-État,143.13,3586,30.5,Ingénierie sociale,Formation et sensibilisation
Iran,2021,Phishing,Santé,Nation-État,16.62,995,8.5,Mauvaise configuration,IDS/IPS
Canada,2021,Zero-Day,Énergie,Inconnu,435.45,993555,357.6,Accès non autorisé,Pare-feu
États-Unis,2021,Malware,Technologie,Nation-État,16.14,8750,156.3,API non sécurisée,Authentification multifacteur
Corée du Sud,2021,Malware,Gouvernement,Cybercriminels,109.23,2629137,3.2,Accès non autorisé,Pare-feu
Espagne,2021,Phishing,Finance,Nation-État,54.60,134828,78.8,Mauvaise configuration,Segmentation réseau
Allemagne,2021,Phishing,Gouvernement,Cybercriminels,32.12,15431,102.2,Vulnérabilité zero-day,Segmentation réseau
France,2021,Zero-Day,Défense,Cybercriminels,655.90,118,251.0,Logiciels non patchés,Analyse forensique
Pays-Bas,2021,Ransomware,Finance,Nation-État,16.17,16881,83.7,Absence de chiffrement,Sauvegarde et restauration
Italie,2021,Ransomware,Commerce,Cybercriminels,144.61,290087,592.8,API non sécurisée,Segmentation réseau
Chine,2021,Zero-Day,Santé,Cybercriminels,420.31,11786845,489.6,Accès non autorisé,Chiffrement
France,2021,Malware,Santé,Hacktivistes,50.55,29408,105.1,Mots de passe faibles,Analyse forensique
Russie,2021,Ransomware,Santé,Insider,62.39,301,678.7,API non sécurisée,Chiffrement
Italie,2021,Spear Phishing,Gouvernement,Groupe de hackers,88.61,17,18.0,Absence de chiffrement,Pare-feu
Iran,2021,Zero-Day,Gouvernement,Nation-État,225.20,23954,130.8,Vulnérabilité zero-day,IDS/IPS
Mexique,2021,Zero-Day,Défense,Inconnu,119.82,639724,312.2,Logiciels non patchés,Formation et sensibilisation
Nigeria,2021,Zero-Day,Finance,Cybercriminels,374.56,4288,466.9,API non sécurisée,Sauvegarde et restauration
Mexique,2021,Spear Phishing,Gouvernement,Groupe de hackers,52.84,83434,104.0,Logiciels non patchés,EDR
Chine,2021,Injection SQL,Commerce,Cybercriminels,58.69,20256,60.3,API non sécurisée,EDR
France,2021,Phishing,Télécommunications,Cybercriminels,21.02,135,143.5,Absence de chiffrement,Authentification multifacteur
Russie,2021,Zero-Day,Finance,Nation-État,892.20,181172,180.0,API non sécurisée,IDS/IPS
Russie,2021,Ransomware,Finance,Hacktivistes,358.80,243350,333.7,Accès non autorisé,SIEM
Allemagne,2021,Zero-Day,Finance,Insider,28.66,4709,195.4,Ingénierie sociale,Authentification multifacteur
États-Unis,2021,Malware,Transport,Groupe de hackers,106.24,3867,109.1,API non sécurisée,IDS/IPS
Royaume-Uni,2021,Man-in-the-Middle,Finance,Groupe de hackers,44.97,35,147.6,Absence de chiffrement,Pare-feu
Australie,2021,Zero-Day,Télécommunications,Cybercriminels,504.95,287,95.5,Logiciels non patchés,EDR
Suède,2021,DDoS,Santé,Inconnu,19.07,137447,56.7,Mots de passe faibles,SIEM
Russie,2021,Spear Phishing,Technologie,Cybercriminels,7.54,4682,127.8,Ingénierie sociale,Formation et sensibilisation
Inde,2021,Zero-Day,Télécommunications,Hacktivistes,98.84,347,93.5,API non sécurisée,SIEM
Suède,2021,Ransomware,Technologie,Cybercriminels,66.54,5035,661.8,Logiciels non patchés,Segmentation réseau
Ukraine,2021,Man-in-the-Middle,Finance,Inconnu,8.68,8221,22.5,Vulnérabilité zero-day,Authentification multifacteur
Indonésie,2021,Injection SQL,Finance,Inconnu,57.01,3296,76.9,Mots de passe faibles,Formation et sensibilisation
Chine,2021,Spear Phishing,Éducation,Cybercriminels,88.42,21536,80.1,Mauvaise configuration,Chiffrement
États-Unis,2021,Injection SQL,Télécommunications,Cybercriminels,29.21,24040,140.9,Ingénierie sociale,SIEM
Japon,2021,Spear Phishing,Santé,Cybercriminels,94.75,19859,112.8,API non sécurisée,Analyse forensique
États-Unis,2022,DDoS,Gouvernement,Hacktivistes,37.64,7992896,3.6,API non sécurisée,SIEM
Indonésie,2022,Phishing,Télécommunications,Cybercriminels,102.01,13513,79.7,Logiciels non patchés,Segmentation réseau
Israël,2022,Zero-Day,Défense,Groupe de hackers,240.54,11662,194.2,Mauvaise configuration,Formation et sensibilisation
Japon,2022,Malware,Commerce,Cybercriminels,96.22,10216,156.1,Mauvaise configuration,Segmentation réseau
Mexique,2022,Phishing,Technologie,Cybercriminels,5.35,240,55.6,Mots de passe faibles,Analyse forensique
Singapour,2022,Phishing,Énergie,Groupe de hackers,81.56,1894,5.1,Absence de chiffrement,IDS/IPS
France,2022,Ransomware,Technologie,Cybercriminels,333.37,185,48.1,Vulnérabilité zero-day,Sauvegarde et restauration
Allemagne,2022,Malware,Finance,Inconnu,154.37,494240,100.4,API non sécurisée,Sauvegarde et restauration
Inde,2022,Injection SQL,Télécommunications,Insider,15.30,2186507,62.3,Mauvaise configuration,Segmentation réseau
Arabie Saoudite,2022,Malware,Éducation,Cybercriminels,110.08,586122,124.8,API non sécurisée,Pare-feu
Allemagne,2022,Zero-Day,Finance,Inconnu,715.65,406,151.7,Logiciels non patchés,Chiffrement
Singapour,2022,DDoS,Finance,Inconnu,2.16,1726,70.1,Mots de passe faibles,Segmentation réseau
Iran,2022,Malware,Technologie,Inconnu,55.40,108222,82.3,Vulnérabilité zero-day,SIEM
Japon,2022,Malware,Énergie,Cybercriminels,163.76,1975,144.7,Ingénierie sociale,Segmentation réseau
Royaume-Uni,2022,Malware,Défense,Cybercriminels,137.39,2301,104.8,Mots de passe faibles,Pare-feu
Ukraine,2022,Malware,Technologie,Cybercriminels,137.52,512859,112.3,Absence de chiffrement,EDR
Allemagne,2022,Malware,Défense,Cybercriminels,151.49,7782,130.3,Vulnérabilité zero-day,SIEM
Arabie Saoudite,2022,Spear Phishing,Commerce,Groupe de hackers,23.37,83522,33.7,API non sécurisée,EDR
Colombie,2022,Spear Phishing,Gouvernement,Insider,45.34,65754,105.0,Mauvaise configuration,SIEM
États-Unis,2022,DDoS,Gouvernement,Hacktivistes,28.03,21920,2.7,Accès non autorisé,EDR
États-Unis,2022,Phishing,Gouvernement,Cybercriminels,4.65,791988,161.0,Mauvaise configuration,Segmentation réseau
Arabie Saoudite,2022,Malware,Santé,Nation-État,13.30,6578986,160.5,Mauvaise configuration,Authentification multifacteur
Chine,2022,Zero-Day,Finance,Nation-État,769.50,3358,92.8,Logiciels non patchés,Authentification multifacteur
Australie,2022,DDoS,Énergie,Insider,57.57,36943,104.3,Mauvaise configuration,Chiffrement
Royaume-Uni,2022,Ransomware,Transport,Groupe de hackers,105.28,504,277.8,API non sécurisée,Authentification multifacteur
Royaume-Uni,2022,Injection SQL,Énergie,Nation-État,1.55,18677,50.9,Mauvaise configuration,Chiffrement
Arabie Saoudite,2022,Ransomware,Commerce,Cybercriminels,370.58,347153,517.0,Vulnérabilité zero-day,Segmentation réseau
Russie,2022,Man-in-the-Middle,Énergie,Groupe de hackers,32.16,32240,5.2,Ingénierie sociale,IDS/IPS
États-Unis,2022,Zero-Day,Gouvernement,Inconnu,685.73,10738,396.8,Vulnérabilité zero-day,IDS/IPS
Royaume-Uni,2022,DDoS,Technologie,Groupe de hackers,2.82,156948,85.5,Accès non autorisé,Pare-feu
Inde,2022,Ransomware,Finance,Hacktivistes,371.99,581374,559.1,Vulnérabilité zero-day,Analyse forensique
Italie,2022,Malware,Technologie,Hacktivistes,15.77,22131,33.1,Mauvaise configuration,SIEM
Royaume-Uni,2022,Ransomware,Transport,Hacktivistes,65.62,1435,413.6,Accès non autorisé,Analyse forensique
Turquie,2022,Spear Phishing,Éducation,Nation-État,190.99,259,119.8,Ingénierie sociale,Formation et sensibilisation
Allemagne,2022,Man-in-the-Middle,Finance,Cybercriminels,41.32,5438,148.4,Accès non autorisé,Formation et sensibilisation
France,2022,Phishing,Gouvernement,Cybercriminels,25.29,2774,72.8,Mauvaise configuration,Formation et sensibilisation
Royaume-Uni,2022,Spear Phishing,Technologie,Inconnu,114.83,42,152.8,Mauvaise configuration,Pare-feu
Espagne,2022,Phishing,Santé,Nation-État,73.70,774173,140.6,Ingénierie sociale,Sauvegarde et restauration
Japon,2022,Malware,Énergie,Cybercriminels,140.62,829,55.6,Mots de passe faibles,Chiffrement
Nigeria,2022,Ransomware,Santé,Groupe de hackers,212.27,10252,687.0,Mots de passe faibles,Analyse forensique
Allemagne,2022,Phishing,Technologie,Groupe de hackers,40.37,19427,56.4,Accès non autorisé,Segmentation réseau
Égypte,2022,Ransomware,Santé,Cybercriminels,111.26,1598,703.5,Logiciels non patchés,Authentification multifacteur
Royaume-Uni,2022,Phishing,Gouvernement,Cybercriminels,41.71,2651,77.4,Ingénierie sociale,Sauvegarde et restauration
Israël,2022,Ransomware,Finance,Cybercriminels,381.10,27670,253.2,Absence de chiffrement,Analyse forensique
Iran,2022,Spear Phishing,Transport,Nation-État,42.23,705,55.9,Absence de chiffrement,EDR
France,2022,Spear Phishing,Commerce,Groupe de hackers,174.46,565,36.7,Absence de chiffrement,Pare-feu
Mexique,2022,Ransomware,Commerce,Hacktivistes,206.08,245,212.9,Absence de chiffrement,SIEM
Ukraine,2022,Phishing,Télécommunications,Groupe de hackers,94.27,794,155.1,Mauvaise configuration,Segmentation réseau
Russie,2022,Ransomware,Éducation,Nation-État,96.34,203839,451.2,Logiciels non patchés,EDR
États-Unis,2022,Phishing,Télécommunications,Nation-État,86.50,502,23.7,Accès non autorisé,EDR
France,2022,Ransomware,Commerce,Insider,365.60,12897,317.5,Accès non autorisé,Formation et sensibilisation
Corée du Sud,2022,Injection SQL,Gouvernement,Cybercriminels,12.14,303367,11.1,Mots de passe faibles,Formation et sensibilisation
Russie,2022,Spear Phishing,Santé,Inconnu,178.99,834,72.8,Accès non autorisé,EDR
Espagne,2022,Ransomware,Santé,Groupe de hackers,175.09,150,432.0,Absence de chiffrement,Authentification multifacteur
